"Year","Period","Trade.Flow","Reporter","Commodity.Code","Netweight.kg","Trade.Value.USD","Netweight.kg.mean"
2013,201303,"Exports","Poland",707,323073,564017,323073
2013,201308,"Exports","Poland",707,850,1064,850
2013,201301,"Exports","France",707,38000,79010,38000
2013,201304,"Exports","Poland",707,544715,724770,544715
2013,201305,"Exports","Poland",707,350245,556589,350245
2013,201309,"Exports","Poland",707,103900,154049,103900
2013,201301,"Exports","Poland",707,595818,1414595,595818
2013,201302,"Exports","France",707,19000,35962,19000
2013,201302,"Exports","Poland",707,199544,319779,199544
2013,201311,"Exports","Poland",707,287300,446149,287300
2013,201310,"Exports","Poland",707,420900,656925,420900
2013,201311,"Exports","France",707,38300,54311,38300
2013,201305,"Imports","EU-28",707,117,173,117
2013,201309,"Exports","EU-28",707,448626,438400,448626
2013,201311,"Exports","Serbia",707,21464,14252,21464
2013,201310,"Exports","EU-28",707,4958565,5220453,4958565
2013,201312,"Exports","EU-28",707,8029262,14207368,8029262
2013,201306,"Imports","Russian Federation",707,2928,811,2928
2013,201303,"Re-imports","Russian Federation",707,34000,44749,34000
2013,201305,"Exports","EU-28",707,1234849,1678566,1234849
2013,201304,"Exports","EU-28",707,2359138,2764087,2359138
2013,201301,"Exports","EU-28",707,6193799,10549447,6193799
2013,201301,"Imports","EU-28",707,9,33,9
2013,201301,"Exports","Serbia",707,246636,351678,246636
2013,201312,"Re-imports","Russian Federation",707,5460,11714,5460
2013,201303,"Exports","EU-28",707,2913629,5496408,2913629
2013,201306,"Exports","EU-28",707,174148,220190,174148
2013,201303,"Imports","Russian Federation",707,34000,44749,34000
2013,201308,"Exports","EU-28",707,68944,85292,68944
2013,201311,"Exports","EU-28",707,3937396,4600892,3937396
2013,201302,"Exports","Serbia",707,56916,83549,56916
2013,201306,"Re-imports","Russian Federation",707,2928,811,2928
2013,201308,"Imports","EU-28",707,9,23,9
2013,201312,"Exports","Serbia",707,135252,207240,135252
2013,201310,"Imports","EU-28",707,24,60,24
2013,201307,"Exports","EU-28",707,80633,96145,80633
2013,201302,"Imports","EU-28",707,7290,10276,7290
2013,201302,"Exports","EU-28",707,4621953,8854765,4621953
2013,201311,"Imports","EU-28",707,1221,1456,1221
2013,201304,"Imports","EU-28",707,9,23,9
2013,201312,"Imports","Russian Federation",707,5460,11714,5460
2013,201308,"Exports","Serbia",707,89233,31595,89233
2013,201302,"Exports","Netherlands",707,77454,161255,77454
2013,201303,"Exports","Armenia",707,597661,1258166,597661
2013,201304,"Exports","Armenia",707,40518,78231,40518
2013,201304,"Exports","Azerbaijan",707,6549,7986,6549
2013,201303,"Exports","Belgium",707,135,222,135
2013,201304,"Exports","Netherlands",707,547261,564282,547261
2013,201301,"Exports","Azerbaijan",707,2000,2640,2000
2013,201311,"Exports","Azerbaijan",707,3320540,4029825,3320540
2013,201312,"Exports","Belgium",707,68500,139195,68500
2013,201306,"Exports","Armenia",707,5399,8318,5399
2013,201301,"Exports","Rep. of Moldova",707,71571,85964,71571
2013,201310,"Exports","Armenia",707,21438,29218,21438
2013,201310,"Exports","Morocco",707,76960,42141,76960
2013,201312,"Exports","Armenia",707,1325,2096,1325
2013,201301,"Exports","Armenia",707,18719,27897,18719
2013,201302,"Re-exports","Rep. of Moldova",707,54150,72205,54150
2013,201303,"Exports","Azerbaijan",707,475,594,475
2013,201308,"Exports","Belgium",707,4400,6535,4400
2013,201303,"Exports","Rep. of Moldova",707,2090,1849,2090
2013,201305,"Exports","Azerbaijan",707,2654,3347,2654
2013,201310,"Exports","Belgium",707,3800,4309,3800
2013,201305,"Exports","Armenia",707,25109,24808,25109
2013,201303,"Re-exports","Rep. of Moldova",707,2090,1849,2090
2013,201302,"Exports","Armenia",707,395234,696740,395234
2013,201307,"Exports","Belgium",707,2600,3662,2600
2013,201303,"Exports","Netherlands",707,287356,495536,287356
2013,201301,"Re-exports","Rep. of Moldova",707,71571,85964,71571
2013,201309,"Exports","Belgium",707,7200,8529,7200
2013,201301,"Imports","Belarus",707,331,1600,331
2013,201312,"Exports","Belarus",707,775376,554900,775376
2013,201303,"Imports","Belarus",707,402,1900,402
2013,201303,"Exports","Belarus",707,2775050,4947200,2775050
2013,201305,"Exports","Spain",707,7254,10359,7254
2013,201311,"Imports","Belarus",707,410,1400,410
2013,201303,"Exports","Spain",707,309294,530794,309294
2013,201301,"Exports","Spain",707,3218075,5095840,3218075
2013,201311,"Exports","Belarus",707,459840,350600,459840
2013,201305,"Exports","Belarus",707,3783640,4449100,3783640
2013,201302,"Exports","Spain",707,1908437,3326365,1908437
2013,201304,"Exports","Spain",707,35836,26360,35836
2013,201304,"Imports","Belarus",707,129,600,129
2013,201304,"Exports","Belarus",707,3300307,5826500,3300307
2013,201302,"Imports","Belarus",707,327,1600,327
2013,201307,"Imports","Belarus",707,1179,4300,1179
2013,201302,"Exports","Belarus",707,485486,1164500,485486
2013,201307,"Exports","Belarus",707,1308724,491700,1308724
2013,201310,"Exports","Spain",707,3501149,3377648,3501149
2013,201311,"Exports","Spain",707,2042396,2260115,2042396
2013,201306,"Exports","Belarus",707,3530944,1363800,3530944
2013,201312,"Exports","Bulgaria",707,93300,141990,93300
2013,201310,"Exports","Belarus",707,945314,930300,945314
2013,201309,"Exports","Belarus",707,1540786,1581900,1540786
2013,201312,"Exports","Spain",707,3115474,5059957,3115474
2013,201308,"Exports","Belarus",707,2206292,1092500,2206292
2013,201301,"Exports","Belarus",707,398617,647700,398617
2013,201309,"Exports","Spain",707,256897,184989,256897
2013,201308,"Exports","Ukraine",707,66988,44891,66988
2013,201303,"Exports","Turkey",707,2110648,1674405,2110648
2013,201302,"Exports","Turkey",707,2720001,2446826,2720001
2013,201307,"Exports","Ukraine",707,682477,297990,682477
2013,201305,"Exports","Ukraine",707,2151450,2416396,2151450
2013,201303,"Exports","Ukraine",707,1477240,2559276,1477240
2013,201312,"Exports","Turkey",707,9710361,7944277,9710361
2013,201312,"Exports","Ukraine",707,28258,75016,28258
2013,201306,"Exports","Ukraine",707,1774601,1023633,1774601
2013,201311,"Exports","Ukraine",707,116400,73865,116400
2013,201310,"Exports","Ukraine",707,1204561,344634,1204561
2013,201304,"Exports","Turkey",707,3710990,2914483,3710990
2013,201304,"Exports","Ukraine",707,1722573,2770712,1722573
2013,201310,"Exports","Turkey",707,2427005,1992327,2427005
2013,201311,"Exports","Turkey",707,13481593,10606944,13481593
2013,201310,"Imports","Germany",707,24,60,24
2013,201308,"Imports","Germany",707,9,23,9
2013,201301,"Exports","Turkey",707,5646193,6241021,5646193
2013,201301,"Exports","Ukraine",707,39,241,39
2013,201311,"Imports","Germany",707,9,22,9
2013,201301,"Imports","Germany",707,9,33,9
2013,201304,"Imports","Germany",707,9,23,9
2013,201305,"Exports","Turkey",707,1426462,1051763,1426462
2013,201305,"Imports","Germany",707,117,173,117
2013,201302,"Exports","Ukraine",707,468384,980808,468384
2013,201309,"Exports","Ukraine",707,682647,309082,682647
2013,201311,"Exports","Rep. of Moldova",707,96499,71125,96499
2013,201310,"Exports","Azerbaijan",707,7591024,5573338,7591024
2013,201311,"Exports","Morocco",707,267680,145225,267680
2013,201302,"Exports","Rep. of Moldova",707,54150,72205,54150
2013,201311,"Re-exports","Rep. of Moldova",707,96499,71125,96499
2013,201309,"Exports","Azerbaijan",707,2208784,1408345,2208784
2013,201301,"Exports","Belgium",707,64440,96484,64440
2013,201301,"Exports","Netherlands",707,128819,242309,128819
2013,201311,"Exports","Belgium",707,12400,16503,12400
2013,201305,"Exports","Netherlands",707,407261,505356,407261
2013,201312,"Exports","Rep. of Moldova",707,534644,596824,534644
2013,201311,"Exports","Armenia",707,4097,6508,4097
2013,201312,"Re-exports","Rep. of Moldova",707,534644,596824,534644
2013,201301,"Exports","Morocco",707,218320,116937,218320
2013,201302,"Imports","Kazakhstan",707,NA,3578,1689713
2013,201303,"Exports","Lithuania",707,1249624,2302541,1249624
2013,201306,"Exports","Lithuania",707,146092,176596,146092
2013,201310,"Exports","Lithuania",707,1002785,1128458,1002785
2013,201302,"Exports","Jordan",707,146490,116786,146490
2013,201307,"Exports","Kazakhstan",707,NA,72534,1689713
2013,201307,"Imports","Kazakhstan",707,4,862,4
2013,201304,"Imports","Kazakhstan",707,NA,1552,1689713
2013,201305,"Exports","Kazakhstan",707,NA,227704,1689713
2013,201308,"Exports","Lithuania",707,63694,77696,63694
2013,201306,"Exports","Kazakhstan",707,NA,16571,1689713
2013,201311,"Exports","Lithuania",707,1460783,1703030,1460783
2013,201309,"Imports","Kazakhstan",707,NA,43,1689713
2013,201306,"Imports","Kazakhstan",707,NA,4651,1689713
2013,201301,"Imports","Kazakhstan",707,NA,419,1689713
2013,201310,"Imports","Kazakhstan",707,NA,178,1689713
2013,201311,"Imports","Lithuania",707,1212,1437,1212
2013,201308,"Imports","Kazakhstan",707,NA,224,1689713
2013,201311,"Imports","Kazakhstan",707,NA,157,1689713
2013,201302,"Exports","Lithuania",707,1403756,2937771,1403756
2013,201303,"Exports","Jordan",707,14760,25794,14760
2013,201312,"Exports","Rep. of Korea",707,NA,9612,1689713
2013,201305,"Exports","Lithuania",707,451839,613694,451839
2013,201309,"Exports","Lithuania",707,81323,91988,81323
2013,201311,"Exports","Latvia",707,3955,7478,3955
2013,201307,"Exports","Latvia",707,40,236,40
2013,201304,"Exports","Kazakhstan",707,NA,191317,1689713
2013,201303,"Imports","Kazakhstan",707,NA,64602,1689713
2013,201305,"Imports","Kazakhstan",707,NA,418,1689713
2013,201309,"Exports","Kazakhstan",707,NA,6310,1689713
2013,201310,"Exports","Kazakhstan",707,NA,89684,1689713
2013,201307,"Exports","Lithuania",707,77638,91949,77638
2013,201310,"Exports","Latvia",707,900,2819,900
2013,201304,"Exports","Lithuania",707,977950,1049856,977950
2013,201309,"Exports","Latvia",707,900,1354,900
2013,201301,"Exports","Kazakhstan",707,NA,91532,1689713
2013,201312,"Exports","Lithuania",707,2777195,5217458,2777195
2013,201308,"Exports","Kazakhstan",707,NA,17507,1689713
2013,201301,"Exports","Lithuania",707,1472154,2594504,1472154
2013,201301,"Exports","Jordan",707,1149722,1156075,1149722
2014,201404,"Exports","Netherlands",707,521440,580234,521440
2014,201405,"Exports","Netherlands",707,239350,251491,239350
2014,201401,"Exports","Netherlands",707,2604,4465,2604
2014,201402,"Exports","Netherlands",707,56972,84698,56972
2014,201403,"Exports","Netherlands",707,377827,464443,377827
2014,201411,"Exports","Egypt",707,NA,6171,1732588
2014,201411,"Exports","TFYR of Macedonia",707,290724,226726,290724
2014,201412,"Exports","TFYR of Macedonia",707,4125,5740,4125
2014,201410,"Exports","TFYR of Macedonia",707,121650,74246,121650
2014,201409,"Exports","TFYR of Macedonia",707,7203,4792,7203
2014,201412,"Exports","Egypt",707,NA,47258,1732588
2014,201409,"Exports","Georgia",707,1500,750,1500
2014,201403,"Imports","Germany",707,89,130,89
2014,201408,"Exports","Germany",707,20855,15110,20855
2014,201401,"Imports","Germany",707,9,20,9
2014,201411,"Imports","Germany",707,9,35,9
2014,201408,"Imports","Germany",707,9,28,9
2014,201401,"Exports","France",707,137082,271759,137082
2014,201407,"Exports","Serbia",707,19414,14499,19414
2014,201411,"Exports","Ecuador",707,270,2158,270
2014,201410,"Exports","Serbia",707,97191,92039,97191
2014,201402,"Exports","France",707,19648,43540,19648
2014,201401,"Exports","Serbia",707,56916,91094,56916
2014,201411,"Exports","Serbia",707,6870,5736,6870
2014,201412,"Exports","India",707,90,72,90
2014,201409,"Exports","Serbia",707,22666,15769,22666
2014,201402,"Exports","Serbia",707,18972,29076,18972
2014,201410,"Exports","Rep. of Moldova",707,10700,3420,10700
2014,201402,"Exports","Rep. of Moldova",707,177319,258922,177319
2014,201403,"Exports","Rep. of Moldova",707,8163,5591,8163
2014,201402,"Re-exports","Rep. of Moldova",707,177319,258922,177319
2014,201403,"Re-exports","Rep. of Moldova",707,8163,5591,8163
2014,201401,"Exports","Rep. of Moldova",707,322572,370365,322572
2014,201401,"Re-exports","Rep. of Moldova",707,322572,370365,322572
2014,201405,"Exports","Rep. of Moldova",707,810,689,810
2014,201405,"Re-exports","Rep. of Moldova",707,810,689,810
2014,201410,"Re-exports","Rep. of Moldova",707,10700,3420,10700
2014,201410,"Exports","Turkey",707,5803034,4315050,5803034
2014,201402,"Exports","Greece",707,1059313,1929017,1059313
2014,201403,"Exports","Turkey",707,4505519,4677920,4505519
2014,201402,"Exports","Ukraine",707,294513,676678,294513
2014,201406,"Exports","Ukraine",707,1567045,595255,1567045
2014,201412,"Exports","Turkey",707,15766820,11503315,15766820
2014,201405,"Exports","Ukraine",707,2568300,2231460,2568300
2014,201404,"Exports","Turkey",707,4346547,3961360,4346547
2014,201402,"Exports","Turkey",707,4527304,4622710,4527304
2014,201411,"Exports","Ukraine",707,1089266,66471,1089266
2014,201410,"Exports","Ukraine",707,2062425,455673,2062425
2014,201404,"Exports","Ukraine",707,1633018,2181808,1633018
2014,201401,"Exports","Turkey",707,9130487,8491044,9130487
2014,201405,"Exports","Turkey",707,1145995,804590,1145995
2014,201409,"Exports","Turkey",707,297140,265047,297140
2014,201411,"Exports","Turkey",707,17745772,11949047,17745772
2014,201407,"Exports","Ukraine",707,1101940,374372,1101940
2014,201401,"Exports","Greece",707,468750,795239,468750
2014,201403,"Exports","Greece",707,453826,493903,453826
2014,201404,"Exports","Greece",707,137248,135380,137248
2014,201401,"Exports","Ukraine",707,12120,38171,12120
2014,201403,"Exports","Ukraine",707,1125319,1818651,1125319
2014,201409,"Exports","Ukraine",707,3471909,1074020,3471909
2014,201408,"Exports","Ukraine",707,891650,391109,891650
2014,201408,"Exports","EU-28",707,40340,45104,40340
2014,201401,"Exports","EU-28",707,4553636,7842260,4553636
2014,201401,"Imports","EU-28",707,9,20,9
2014,201403,"Imports","EU-28",707,89,130,89
2014,201411,"Exports","EU-28",707,12384,5829,12384
2014,201407,"Exports","EU-28",707,129554,177357,129554
2014,201408,"Imports","EU-28",707,9,28,9
2014,201410,"Exports","EU-28",707,19440,35723,19440
2014,201406,"Exports","EU-28",707,286403,380878,286403
2014,201403,"Exports","EU-28",707,2794339,3601928,2794339
2014,201404,"Exports","EU-28",707,2140371,2528355,2140371
2014,201412,"Exports","EU-28",707,221069,194978,221069
2014,201411,"Imports","EU-28",707,9,35,9
2014,201402,"Exports","EU-28",707,4482603,8076105,4482603
2014,201405,"Exports","EU-28",707,1058274,1256728,1058274
2014,201406,"Exports","Armenia",707,5956,11515,5956
2014,201406,"Exports","Azerbaijan",707,5300,7029,5300
2014,201403,"Exports","Poland",707,227062,368494,227062
2014,201407,"Exports","Azerbaijan",707,10045,13038,10045
2014,201407,"Exports","Poland",707,30279,38904,30279
2014,201411,"Exports","Azerbaijan",707,2658232,3041994,2658232
2014,201412,"Exports","Azerbaijan",707,180080,190052,180080
2014,201408,"Exports","Azerbaijan",707,12600,15692,12600
2014,201402,"Exports","Poland",707,301292,584858,301292
2014,201404,"Exports","Armenia",707,4087,7938,4087
2014,201404,"Exports","Poland",707,507578,740028,507578
2014,201404,"Exports","Romania",707,40000,40000,40000
2014,201405,"Exports","Azerbaijan",707,37620,49407,37620
2014,201405,"Exports","Armenia",707,5642,10894,5642
2014,201401,"Exports","Poland",707,291069,662455,291069
2014,201402,"Exports","Armenia",707,165,330,165
2014,201412,"Exports","Poland",707,5940,8459,5940
2014,201407,"Exports","Armenia",707,5171,9761,5171
2014,201403,"Exports","Azerbaijan",707,2800,1578,2800
2014,201412,"Exports","Armenia",707,193003,341458,193003
2014,201405,"Exports","Poland",707,422983,577416,422983
2014,201410,"Exports","Armenia",707,45939,74516,45939
2014,201404,"Exports","Azerbaijan",707,1105,1412,1105
2014,201403,"Exports","Armenia",707,843,1663,843
2014,201410,"Exports","Azerbaijan",707,9889050,8572310,9889050
2014,201408,"Exports","Armenia",707,5282,8871,5282
2014,201411,"Exports","Armenia",707,4443,6493,4443
2014,201409,"Exports","Azerbaijan",707,2417223,2202481,2417223
2014,201406,"Exports","Poland",707,153440,218694,153440
2014,201409,"Exports","Armenia",707,7213,12603,7213
2014,201408,"Exports","Kazakhstan",707,40849,31951,40849
2014,201411,"Exports","Kazakhstan",707,133864,133348,133864
2014,201404,"Exports","Lithuania",707,869010,962376,869010
2014,201401,"Exports","Kazakhstan",707,28454,76950,28454
2014,201405,"Imports","Kazakhstan",707,1213,2082,1213
2014,201411,"Exports","Lithuania",707,12384,5840,12384
2014,201409,"Imports","Kazakhstan",707,636,712,636
2014,201405,"Exports","Kazakhstan",707,72048,76894,72048
2014,201401,"Exports","Lithuania",707,1882430,3385259,1882430
2014,201412,"Imports","Kazakhstan",707,2208,2984,2208
2014,201406,"Imports","Kazakhstan",707,3030,3194,3030
2014,201412,"Exports","Lithuania",707,215129,186817,215129
2014,201406,"Exports","Lithuania",707,77163,103294,77163
2014,201401,"Imports","Kazakhstan",707,270,773,270
2014,201410,"Exports","Lithuania",707,19440,35763,19440
2014,201402,"Exports","Lithuania",707,1174033,2220547,1174033
2014,201403,"Exports","Lithuania",707,1196976,1528536,1196976
2014,201410,"Imports","Kazakhstan",707,357,661,357
2014,201402,"Imports","Kazakhstan",707,720,1226,720
2014,201404,"Imports","Kazakhstan",707,1292,1738,1292
2014,201407,"Imports","Kazakhstan",707,3190,1244,3190
2014,201403,"Imports","Kazakhstan",707,766,1595,766
2014,201408,"Imports","Kazakhstan",707,1300,418,1300
2014,201407,"Exports","Lithuania",707,80675,120283,80675
2014,201405,"Exports","Lithuania",707,342181,373750,342181
2014,201408,"Exports","Lithuania",707,19485,30021,19485
2014,201411,"Imports","Kazakhstan",707,3456,4282,3456
2014,201409,"Exports","Belarus",707,2488227,2286900,2488227
2014,201406,"Exports","Belarus",707,3530542,2535700,3530542
2014,201407,"Exports","Spain",707,18600,18386,18600
2014,201401,"Exports","Belarus",707,433742,597600,433742
2014,201412,"Exports","Belarus",707,3211509,1735100,3211509
2014,201408,"Exports","Belarus",707,2761176,1729600,2761176
2014,201411,"Exports","Belarus",707,1833849,872400,1833849
2014,201412,"Imports","Belarus",707,12250,21100,12250
2014,201407,"Exports","Belarus",707,1766391,736100,1766391
2014,201404,"Exports","Bulgaria",707,15900,14366,15900
2014,201402,"Exports","Belarus",707,757915,1281400,757915
2014,201402,"Exports","Spain",707,1867000,3197890,1867000
2014,201403,"Exports","Spain",707,536600,744187,536600
2014,201405,"Exports","Spain",707,53800,57299,53800
2014,201411,"Imports","Belarus",707,33472,54500,33472
2014,201410,"Exports","Belarus",707,1153869,1126300,1153869
2014,201406,"Imports","Belarus",707,140,500,140
2014,201403,"Exports","Belarus",707,2996192,5488200,2996192
2014,201404,"Exports","Belarus",707,4077041,7644200,4077041
2014,201406,"Exports","Spain",707,55800,58133,55800
2014,201401,"Exports","Spain",707,1600200,2489827,1600200
2014,201401,"Exports","Bulgaria",707,100300,142293,100300
2014,201410,"Imports","Belarus",707,17217,15000,17217
2014,201405,"Exports","Belarus",707,5430492,6208300,5430492
2014,201404,"Exports","Spain",707,49200,57020,49200
2014,201405,"Imports","Belarus",707,40000,40900,40000
2015,201512,"Exports","Israel",707,NA,8000,1475978
2015,201511,"Exports","Israel",707,NA,1000,1475978
2015,201509,"Exports","Netherlands",707,2,4,2
2015,201504,"Exports","Netherlands",707,1,3,1
2015,201506,"Exports","Netherlands",707,7,57,7
2015,201507,"Exports","Netherlands",707,9,20,9
2015,201503,"Exports","Netherlands",707,1,2,1
2015,201511,"Exports","Netherlands",707,1,2,1
2015,201510,"Exports","Netherlands",707,2,4,2
2015,201512,"Exports","Netherlands",707,2160,1661,2160
2015,201508,"Re-imports","Russian Federation",707,116100,30017,116100
2015,201512,"Exports","India",707,10,9,10
2015,201512,"Exports","Serbia",707,88270,95028,88270
2015,201510,"Exports","Serbia",707,2314,3180,2314
2015,201511,"Exports","Serbia",707,12830,9675,12830
2015,201508,"Imports","Russian Federation",707,116100,30017,116100
2015,201512,"Exports","Morocco",707,23850,11910,23850
2015,201505,"Exports","Rep. of Moldova",707,21,36,21
2015,201509,"Exports","Morocco",707,30,106,30
2015,201503,"Exports","Rep. of Moldova",707,11,32,11
2015,201501,"Exports","Morocco",707,33832,16253,33832
2015,201503,"Exports","Morocco",707,136637,62113,136637
2015,201510,"Exports","Morocco",707,18450,8542,18450
2015,201505,"Exports","Estonia",707,206,389,206
2015,201509,"Exports","Estonia",707,287,583,287
2015,201511,"Exports","Estonia",707,54,109,54
2015,201506,"Exports","Estonia",707,29,45,29
2015,201507,"Exports","Estonia",707,80,132,80
2015,201510,"Exports","Estonia",707,453,938,453
2015,201504,"Exports","Estonia",707,234,486,234
2015,201503,"Exports","Estonia",707,51,178,51
2015,201502,"Exports","Turkey",707,2751286,2090489,2751286
2015,201501,"Exports","Turkey",707,7068631,6152711,7068631
2015,201512,"Imports","Turkey",707,202460,167412,202460
2015,201505,"Exports","Georgia",707,95780,90055,95780
2015,201510,"Imports","Germany",707,9,36,9
2015,201502,"Exports","Ukraine",707,25,88,25
2015,201512,"Exports","Georgia",707,34020,41789,34020
2015,201510,"Exports","Turkey",707,2507737,1633052,2507737
2015,201505,"Exports","Turkey",707,1267965,925378,1267965
2015,201501,"Exports","Ukraine",707,26,91,26
2015,201502,"Imports","Germany",707,9,25,9
2015,201506,"Imports","Germany",707,9,20,9
2015,201511,"Exports","Turkey",707,9902223,7208620,9902223
2015,201503,"Exports","Turkey",707,2015249,1635057,2015249
2015,201504,"Exports","Turkey",707,1235395,951350,1235395
2015,201512,"Exports","Turkey",707,7190217,6033041,7190217
2015,201504,"Exports","Armenia",707,523542,712869,523542
2015,201512,"Exports","Azerbaijan",707,11760,429577,11760
2015,201506,"Exports","Armenia",707,600356,157849,600356
2015,201511,"Exports","Armenia",707,94036,57983,94036
2015,201510,"Exports","Azerbaijan",707,18300,3756311,18300
2015,201511,"Exports","Azerbaijan",707,18300,1650857,18300
2015,201501,"Exports","Azerbaijan",707,1875,2180,1875
2015,201509,"Exports","Azerbaijan",707,18300,757376,18300
2015,201502,"Exports","Armenia",707,204686,343833,204686
2015,201501,"Exports","Armenia",707,10,47,10
2015,201508,"Exports","Armenia",707,291210,91039,291210
2015,201503,"Exports","Armenia",707,502376,780767,502376
2015,201507,"Exports","Armenia",707,493584,197062,493584
2015,201510,"Exports","Armenia",707,82222,42398,82222
2015,201512,"Exports","Armenia",707,247751,140480,247751
2015,201503,"Exports","Poland",707,7450,10613,7450
2015,201505,"Exports","Armenia",707,500521,511922,500521
2015,201502,"Exports","Kazakhstan",707,28504,63045,28504
2015,201501,"Imports","Kazakhstan",707,1404,2589,1404
2015,201502,"Imports","Kazakhstan",707,2460,3572,2460
2015,201510,"Imports","Kazakhstan",707,1055,125,1055
2015,201510,"Exports","Kazakhstan",707,147591,84448,147591
2015,201506,"Imports","Kazakhstan",707,2797,1840,2797
2015,201501,"Exports","Lithuania",707,83277,56887,83277
2015,201506,"Exports","Kazakhstan",707,326422,193555,326422
2015,201509,"Imports","Kazakhstan",707,1646,293,1646
2015,201503,"Exports","Lithuania",707,113643,152034,113643
2015,201503,"Exports","Kyrgyzstan",707,900,462,900
2015,201511,"Exports","Kazakhstan",707,47880,23011,47880
2015,201511,"Imports","Kazakhstan",707,433,159,433
2015,201505,"Imports","Kazakhstan",707,1340,2522,1340
2015,201505,"Exports","Kazakhstan",707,415729,331712,415729
2015,201504,"Exports","Lithuania",707,39933,57972,39933
2015,201504,"Imports","Kazakhstan",707,897,1717,897
2015,201504,"Exports","Kazakhstan",707,14905,6228,14905
2015,201503,"Imports","Kazakhstan",707,900,1330,900
2015,201506,"Exports","Rep. of Korea",707,990,757,990
2015,201503,"Exports","Kazakhstan",707,75,257,75
2015,201512,"Imports","Kazakhstan",707,434,3671,434
2015,201512,"Exports","Kazakhstan",707,18000,1724,18000
2015,201508,"Imports","Kazakhstan",707,3614,6442,3614
2015,201505,"Exports","Lithuania",707,122243,94419,122243
2015,201502,"Exports","Lithuania",707,174025,251385,174025
2015,201507,"Imports","Kazakhstan",707,2657,606,2657
2015,201504,"Exports","EU-28",707,40167,58533,40167
2015,201512,"Exports","EU-28",707,2160,1660,2160
2015,201505,"Exports","EU-28",707,122449,94783,122449
2015,201507,"Exports","EU-28",707,80,132,80
2015,201503,"Exports","EU-28",707,121144,162005,121144
2015,201511,"Exports","EU-28",707,54,110,54
2015,201501,"Exports","EU-28",707,83277,56484,83277
2015,201509,"Exports","EU-28",707,287,583,287
2015,201502,"Imports","EU-28",707,9,25,9
2015,201506,"Exports","EU-28",707,36,102,36
2015,201510,"Exports","EU-28",707,513,1066,513
2015,201506,"Imports","EU-28",707,9,20,9
2015,201510,"Imports","EU-28",707,9,36,9
2015,201502,"Exports","EU-28",707,174025,251319,174025
2015,201509,"Exports","Belarus",707,3313556,1024200,3313556
2015,201509,"Imports","Belarus",707,363,200,363
2015,201505,"Exports","TFYR of Macedonia",707,4000,896,4000
2015,201504,"Exports","Belarus",707,3302981,4153600,3302981
2015,201501,"Imports","Belarus",707,2000,300,2000
2015,201508,"Exports","Egypt",707,680,673,680
2015,201504,"Imports","Belarus",707,10034,13400,10034
2015,201510,"Exports","TFYR of Macedonia",707,27501,16467,27501
2015,201503,"Imports","Belarus",707,1000,100,1000
2015,201505,"Exports","Belarus",707,7018164,7647000,7018164
2015,201505,"Imports","Belarus",707,500,100,500
2015,201511,"Exports","TFYR of Macedonia",707,24724,23891,24724
2015,201512,"Imports","Belarus",707,12304,16700,12304
2015,201512,"Exports","TFYR of Macedonia",707,22375,18921,22375
2015,201512,"Exports","Belarus",707,2167018,753200,2167018
2015,201502,"Exports","Belarus",707,1208086,920100,1208086
2015,201508,"Exports","Belarus",707,6868840,1487300,6868840
2015,201510,"Imports","Belarus",707,77,100,77
2015,201510,"Exports","Belarus",707,594923,408200,594923
2015,201508,"Imports","Belarus",707,361,200,361
2015,201511,"Exports","Belarus",707,1184960,665700,1184960
2015,201511,"Imports","Belarus",707,141,200,141
2015,201501,"Exports","Egypt",707,25830,23327,25830
2015,201503,"Exports","Belarus",707,2660988,3285700,2660988
2015,201506,"Imports","Belarus",707,17495,8600,17495
2015,201506,"Exports","Belarus",707,14846428,5357100,14846428
2015,201502,"Imports","Belarus",707,9150,14900,9150
2015,201501,"Exports","TFYR of Macedonia",707,10075,13498,10075
2015,201503,"Exports","TFYR of Macedonia",707,1584,3049,1584
2015,201507,"Imports","Belarus",707,433,300,433
2015,201502,"Exports","TFYR of Macedonia",707,5370,8395,5370
2015,201507,"Exports","Belarus",707,9176655,2387700,9176655
2015,201501,"Exports","Belarus",707,2245067,1137000,2245067
2016,201604,"Exports","Serbia",707,1500,973,1500
2016,201611,"Exports","Serbia",707,18989,39792,18989
2016,201609,"Exports","Serbia",707,18424,13149,18424
2016,201610,"Exports","Serbia",707,6705,4882,6705
2016,201610,"Exports","Ecuador",707,60,354,60
2016,201604,"Exports","Georgia",707,39976,32584,39976
2016,201603,"Exports","Georgia",707,60072,69083,60072
2016,201610,"Exports","Georgia",707,38781,25630,38781
2016,201601,"Exports","Georgia",707,30658,39683,30658
2016,201602,"Exports","Georgia",707,18300,21960,18300
2016,201605,"Exports","Georgia",707,101912,51697,101912
2016,201612,"Exports","Georgia",707,107982,122782,107982
2016,201602,"Re-exports","Georgia",707,18300,21960,18300
2016,201611,"Exports","Georgia",707,77941,84727,77941
2016,201606,"Exports","Georgia",707,57750,36543,57750
2016,201612,"Exports","Ukraine",707,30,48,30
2016,201609,"Exports","Egypt",707,182,181,182
2016,201610,"Exports","Egypt",707,462,458,462
2016,201610,"Exports","TFYR of Macedonia",707,2020,1271,2020
2016,201606,"Exports","Egypt",707,504,500,504
2016,201610,"Exports","Ukraine",707,54,19,54
2016,201611,"Exports","Ukraine",707,51,61,51
